shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
zenbus:Route:602940001:LOC,45.86494,-73.757091,185,12619
zenbus:Route:602940001:LOC,45.865393,-73.757081,186,12670
zenbus:Route:602940001:LOC,45.865685,-73.757076,187,12702
zenbus:Route:602940001:LOC,45.865838,-73.757073,188,12719
zenbus:Route:602940001:LOC,45.865842,-73.757072,189,12720
zenbus:Route:602940001:LOC,45.865859,-73.757072,190,12721
zenbus:Route:602940001:LOC,45.866722,-73.757034,191,12817
zenbus:Route:602940001:LOC,45.867561,-73.757095,192,12911
zenbus:Route:602940001:LOC,45.870681,-73.757217,193,13258
zenbus:Route:602940001:LOC,45.878082,-73.757537,194,14081
zenbus:Route:602940001:LOC,45.878959,-73.757568,195,14179
zenbus:Route:602940001:LOC,45.880634,-73.757614,196,14365
zenbus:Route:602940001:LOC,45.886569,-73.757873,197,15025
zenbus:Route:602940001:LOC,45.887691,-73.757942,198,15150
zenbus:Route:602940001:LOC,45.888414,-73.757942,199,15231
zenbus:Route:587780007:LOC,45.721758,-73.705742,0,0
zenbus:Route:587780007:LOC,45.721771,-73.705718,1,2
zenbus:Route:587780007:LOC,45.72264,-73.704078,2,162
zenbus:Route:587780007:LOC,45.722961,-73.70346,3,222
zenbus:Route:587780007:LOC,45.723091,-73.703231,4,245
zenbus:Route:587780007:LOC,45.723251,-73.702972,5,272
zenbus:Route:587780007:LOC,45.723411,-73.702667,6,301
zenbus:Route:587780007:LOC,45.723529,-73.702438,7,323
zenbus:Route:587780007:LOC,45.723583,-73.702392,8,330
zenbus:Route:587780007:LOC,45.723667,-73.702133,9,353
zenbus:Route:587780007:LOC,45.723766,-73.701934,10,372
zenbus:Route:587780007:LOC,45.724288,-73.700897,11,471
zenbus:Route:587780007:LOC,45.724388,-73.70063,12,494
zenbus:Route:587780007:LOC,45.724475,-73.700363,13,517
zenbus:Route:587780007:LOC,45.724559,-73.700111,14,539
zenbus:Route:587780007:LOC,45.724628,-73.699844,15,561
zenbus:Route:587780007:LOC,45.724685,-73.699584,16,582
zenbus:Route:587780007:LOC,45.724739,-73.699325,17,603
zenbus:Route:587780007:LOC,45.724761,-73.699058,18,624
zenbus:Route:587780007:LOC,45.724807,-73.69857,19,662
zenbus:Route:587780007:LOC,45.724838,-73.698219,20,690
zenbus:Route:587780007:LOC,45.724838,-73.698059,21,702
zenbus:Route:587780007:LOC,45.724838,-73.697792,22,723
zenbus:Route:587780007:LOC,45.724819,-73.697509,23,745
zenbus:Route:587780007:LOC,45.7248,-73.697196,24,769
zenbus:Route:587780007:LOC,45.724731,-73.696662,25,811
zenbus:Route:587780007:LOC,45.724521,-73.694953,26,946
zenbus:Route:587780007:LOC,45.724361,-73.693641,27,1050
zenbus:Route:587780007:LOC,45.724197,-73.692337,28,1152
zenbus:Route:587780007:LOC,45.724163,-73.692054,29,1175
zenbus:Route:587780007:LOC,45.724151,-73.69181,30,1194
zenbus:Route:587780007:LOC,45.724143,-73.691627,31,1208
zenbus:Route:587780007:LOC,45.724143,-73.691406,32,1225
zenbus:Route:587780007:LOC,45.724151,-73.691223,33,1239
zenbus:Route:587780007:LOC,45.724178,-73.691024,34,1255
zenbus:Route:587780007:LOC,45.724201,-73.690895,35,1265
zenbus:Route:587780007:LOC,45.724296,-73.690536,36,1295
zenbus:Route:587780007:LOC,45.724479,-73.690048,37,1338
zenbus:Route:587780007:LOC,45.724578,-73.689819,38,1359
zenbus:Route:587780007:LOC,45.724681,-73.68959,39,1380
zenbus:Route:587780007:LOC,45.72483,-73.689292,40,1409
zenbus:Route:587780007:LOC,45.725437,-73.68811,41,1523
zenbus:Route:587780007:LOC,45.7261,-73.686851,42,1645
zenbus:Route:587780007:LOC,45.726528,-73.685997,43,1727
zenbus:Route:587780007:LOC,45.726669,-73.685714,44,1754
zenbus:Route:587780007:LOC,45.72681,-73.685409,45,1782
zenbus:Route:587780007:LOC,45.726947,-73.685104,46,1810
zenbus:Route:587780007:LOC,45.727077,-73.684776,47,1839
zenbus:Route:587780007:LOC,45.727409,-73.683929,48,1915
zenbus:Route:587780007:LOC,45.727989,-73.682342,49,2054
zenbus:Route:587780007:LOC,45.728271,-73.681571,50,2121
zenbus:Route:587780007:LOC,45.728359,-73.681327,51,2143
zenbus:Route:587780007:LOC,45.728557,-73.680847,52,2186
zenbus:Route:587780007:LOC,45.728702,-73.680496,53,2218
zenbus:Route:587780007:LOC,45.729106,-73.679649,54,2297
zenbus:Route:587780007:LOC,45.729255,-73.679313,55,2328
zenbus:Route:587780007:LOC,45.729389,-73.678985,56,2358
zenbus:Route:587780007:LOC,45.729541,-73.678565,57,2394
zenbus:Route:587780007:LOC,45.729782,-73.677871,58,2455
zenbus:Route:587780007:LOC,45.729835,-73.677711,59,2468
zenbus:Route:587780007:LOC,45.729988,-73.677192,60,2512
zenbus:Route:587780007:LOC,45.730072,-73.676986,61,2531
zenbus:Route:587780007:LOC,45.730121,-73.676856,62,2542
zenbus:Route:587780007:LOC,45.730289,-73.676536,63,2573
zenbus:Route:587780007:LOC,45.730648,-73.676101,64,2625
zenbus:Route:587780007:LOC,45.73101,-73.675666,65,2678
zenbus:Route:587780007:LOC,45.73109,-73.675582,66,2689
zenbus:Route:587780007:LOC,45.731819,-73.676666,67,2806
zenbus:Route:587780007:LOC,45.73217,-73.677177,68,2861
zenbus:Route:587780007:LOC,45.73347,-73.6791,69,3069
zenbus:Route:587780007:LOC,45.733978,-73.679862,70,3151
zenbus:Route:587780007:LOC,45.734909,-73.681152,71,3295
zenbus:Route:587780007:LOC,45.73598,-73.682746,72,3467
zenbus:Route:587780007:LOC,45.736801,-73.683998,73,3600
zenbus:Route:587780007:LOC,45.738121,-73.685958,74,3811
zenbus:Route:587780007:LOC,45.742168,-73.69207,75,4465
zenbus:Route:587780007:LOC,45.743698,-73.694427,76,4715
zenbus:Route:587780007:LOC,45.743759,-73.694618,77,4731
zenbus:Route:587780007:LOC,45.743808,-73.694709,78,4740
zenbus:Route:587780007:LOC,45.744239,-73.695358,79,4810
zenbus:Route:587780007:LOC,45.74493,-73.696388,80,4921
zenbus:Route:587780007:LOC,45.746589,-73.698867,81,5187
zenbus:Route:587780007:LOC,45.746681,-73.699012,82,5202
zenbus:Route:587780007:LOC,45.74678,-73.699043,83,5214
zenbus:Route:587780007:LOC,45.747398,-73.699951,84,5312
zenbus:Route:587780007:LOC,45.74773,-73.700447,85,5365
zenbus:Route:587780007:LOC,45.748199,-73.701148,86,5441
zenbus:Route:587780007:LOC,45.748649,-73.701828,87,5514
zenbus:Route:587780007:LOC,45.749,-73.702362,88,5570
zenbus:Route:587780007:LOC,45.749031,-73.702468,89,5579
zenbus:Route:587780007:LOC,45.749221,-73.702758,90,5610
zenbus:Route:587780007:LOC,45.749961,-73.703849,91,5728
zenbus:Route:587780007:LOC,45.751659,-73.706428,92,6003
zenbus:Route:587780007:LOC,45.75373,-73.709518,93,6336
zenbus:Route:587780007:LOC,45.755111,-73.711547,94,6556
zenbus:Route:587780007:LOC,45.755901,-73.712738,95,6683
zenbus:Route:587780007:LOC,45.757038,-73.714439,96,6866
zenbus:Route:587780007:LOC,45.760459,-73.719566,97,7416
zenbus:Route:587780007:LOC,45.764068,-73.72499,98,7998
zenbus:Route:587780007:LOC,45.764541,-73.724731,99,8054
zenbus:Route:587780007:LOC,45.764713,-73.725013,100,8083
zenbus:Route:587780007:LOC,45.764983,-73.72546,101,8129
zenbus:Route:587780007:LOC,45.764989,-73.725469,102,8130
zenbus:Route:587780007:LOC,45.764983,-73.725459,103,8131
zenbus:Route:587780007:LOC,45.764989,-73.725469,104,8132
zenbus:Route:587780007:LOC,45.764983,-73.725459,105,8133
zenbus:Route:587780007:LOC,45.764989,-73.725469,106,8134
zenbus:Route:587780007:LOC,45.764983,-73.725459,107,8135
zenbus:Route:587780007:LOC,45.764989,-73.725469,108,8136
zenbus:Route:587780007:LOC,45.764983,-73.725459,109,8137
zenbus:Route:587780007:LOC,45.764989,-73.725469,110,8138
zenbus:Route:587780007:LOC,45.764983,-73.725459,111,8139
zenbus:Route:587780007:LOC,45.764989,-73.725469,112,8140
zenbus:Route:587780007:LOC,45.764983,-73.725459,113,8141
zenbus:Route:587780007:LOC,45.764989,-73.725469,114,8142
zenbus:Route:587780007:LOC,45.764983,-73.725459,115,8143
zenbus:Route:587780007:LOC,45.764989,-73.725469,116,8144
zenbus:Route:587780007:LOC,45.764983,-73.725459,117,8145
zenbus:Route:587780007:LOC,45.764989,-73.725469,118,8146
zenbus:Route:587780007:LOC,45.764983,-73.725459,119,8147
zenbus:Route:587780007:LOC,45.764989,-73.725469,120,8148
zenbus:Route:587780007:LOC,45.764983,-73.725459,121,8149
zenbus:Route:587780007:LOC,45.764989,-73.725469,122,8150
zenbus:Route:587780007:LOC,45.764983,-73.725459,123,8151
zenbus:Route:587780007:LOC,45.764989,-73.725469,124,8152
zenbus:Route:587780007:LOC,45.764983,-73.725459,125,8154
zenbus:Route:587780007:LOC,45.764989,-73.725469,126,8155
zenbus:Route:587780007:LOC,45.765029,-73.725525,127,8161
zenbus:Route:587780007:LOC,45.765261,-73.725754,128,8192
zenbus:Route:587780007:LOC,45.765465,-73.725967,129,8220
zenbus:Route:587780007:LOC,45.76547,-73.726033,130,8225
zenbus:Route:587780007:LOC,45.765454,-73.726104,131,8231
zenbus:Route:587780007:LOC,45.765232,-73.726441,132,8267
zenbus:Route:587780007:LOC,45.765161,-73.726583,133,8281
zenbus:Route:587780007:LOC,45.765389,-73.726934,134,8318
zenbus:Route:587780007:LOC,45.76614,-73.72807,135,8439
zenbus:Route:587780007:LOC,45.76693,-73.72926,136,8567
zenbus:Route:587780007:LOC,45.769907,-73.733735,137,9046
zenbus:Route:587780007:LOC,45.770818,-73.735101,138,9193
zenbus:Route:587780007:LOC,45.771273,-73.735781,139,9266
zenbus:Route:587780007:LOC,45.771739,-73.736478,140,9341
zenbus:Route:587780007:LOC,45.772754,-73.738001,141,9504
zenbus:Route:587780007:LOC,45.773263,-73.738765,142,9586
zenbus:Route:587780007:LOC,45.773518,-73.739148,143,9627
zenbus:Route:587780007:LOC,45.773781,-73.739536,144,9669
zenbus:Route:587780007:LOC,45.77496,-73.741324,145,9860
zenbus:Route:587780007:LOC,45.775559,-73.742225,146,9957
zenbus:Route:587780007:LOC,45.776152,-73.743122,147,10052
zenbus:Route:587780007:LOC,45.776974,-73.744357,148,10185
zenbus:Route:587780007:LOC,45.777387,-73.744981,149,10251
zenbus:Route:587780007:LOC,45.777799,-73.745606,150,10318
zenbus:Route:587780007:LOC,45.77841,-73.746527,151,10417
zenbus:Route:587780007:LOC,45.779229,-73.747749,152,10548
zenbus:Route:587780007:LOC,45.782608,-73.752804,153,11091
zenbus:Route:587780007:LOC,45.785995,-73.757885,154,11636
zenbus:Route:587780007:LOC,45.788866,-73.762197,155,12099
zenbus:Route:587780007:LOC,45.788875,-73.762216,156,12100
zenbus:Route:587780007:LOC,45.788876,-73.762216,157,12100
zenbus:Route:587780007:LOC,45.788877,-73.762217,158,12101
zenbus:Route:587780007:LOC,45.788878,-73.762218,159,12101
zenbus:Route:587780007:LOC,45.788879,-73.762219,160,12101
zenbus:Route:587780007:LOC,45.78888,-73.76222,161,12101
zenbus:Route:587780007:LOC,45.79057,-73.76476,162,12373
zenbus:Route:587780007:LOC,45.79107,-73.76549,163,12452
zenbus:Route:587780007:LOC,45.79111,-73.76555,164,12459
zenbus:Route:587780007:LOC,45.79118,-73.76559,165,12467
zenbus:Route:587780007:LOC,45.79126,-73.76563,166,12477
zenbus:Route:587780007:LOC,45.79133,-73.76566,167,12485
zenbus:Route:587780007:LOC,45.79148,-73.76567,168,12502
zenbus:Route:587780007:LOC,45.79164,-73.76565,169,12519
zenbus:Route:587780007:LOC,45.79186,-73.76554,170,12545
zenbus:Route:587780007:LOC,45.79241,-73.76531,171,12609
zenbus:Route:587780007:LOC,45.79272,-73.76522,172,12644
zenbus:Route:587780007:LOC,45.7968,-73.76455,173,13101
zenbus:Route:587780007:LOC,45.80061,-73.76393,174,13527
zenbus:Route:587780007:LOC,45.81491,-73.76161,175,15127
zenbus:Route:587780007:LOC,45.816486,-73.76135,176,15304
zenbus:Route:587780007:LOC,45.816486,-73.761316,177,15306
zenbus:Route:587780007:LOC,45.816489,-73.761306,178,15307
zenbus:Route:587780007:LOC,45.81649,-73.761304,179,15307
zenbus:Route:587780007:LOC,45.816719,-73.76126,180,15333
zenbus:Route:587780007:LOC,45.818531,-73.761016,181,15536
zenbus:Route:587780007:LOC,45.818878,-73.76094,182,15575
zenbus:Route:587780007:LOC,45.819351,-73.760887,183,15627
zenbus:Route:587780007:LOC,45.81974,-73.760841,184,15671
zenbus:Route:587780007:LOC,45.820739,-73.760688,185,15782
zenbus:Route:587780007:LOC,45.82159,-73.76052,186,15878
zenbus:Route:587780007:LOC,45.821717,-73.760491,187,15892
zenbus:Route:587780007:LOC,45.821719,-73.76049,188,15893
zenbus:Route:587780007:LOC,45.82172,-73.76049,189,15893
zenbus:Route:587780007:LOC,45.822296,-73.760383,190,15957
zenbus:Route:587780007:LOC,45.822746,-73.760337,191,16007
zenbus:Route:587780007:LOC,45.823417,-73.760231,192,16082
zenbus:Route:587780007:LOC,45.824199,-73.760108,193,16170
zenbus:Route:587780007:LOC,45.826751,-73.759696,194,16455
zenbus:Route:587780007:LOC,45.826892,-73.759668,195,16471
zenbus:Route:587780007:LOC,45.826894,-73.759667,196,16472
zenbus:Route:587780007:LOC,45.82931,-73.75928,197,16742
zenbus:Route:587780007:LOC,45.82978,-73.7592,198,16794
zenbus:Route:587780007:LOC,45.829902,-73.7592,199,16808
zenbus:Route:587780007:LOC,45.829906,-73.759138,200,16813
zenbus:Route:587780007:LOC,45.829906,-73.759137,201,16813
zenbus:Route:587780007:LOC,45.829909,-73.759135,202,16813
zenbus:Route:587780007:LOC,45.829913,-73.759132,203,16814
zenbus:Route:587780007:LOC,45.829914,-73.759132,204,16814
zenbus:Route:587780007:LOC,45.830207,-73.759078,205,16847
zenbus:Route:587780007:LOC,45.831241,-73.759002,206,16962
zenbus:Route:587780007:LOC,45.832008,-73.758926,207,17047
zenbus:Route:587780007:LOC,45.832767,-73.758819,208,17132
zenbus:Route:587780007:LOC,45.834358,-73.758598,209,17310
zenbus:Route:587780007:LOC,45.835128,-73.758453,210,17396
zenbus:Route:587780007:LOC,45.835307,-73.758425,211,17416
zenbus:Route:587780007:LOC,45.835309,-73.758424,212,17417
zenbus:Route:587780007:LOC,45.83882,-73.757876,213,17809
zenbus:Route:587780007:LOC,45.838838,-73.75787,214,17811
zenbus:Route:587780007:LOC,45.840621,-73.757586,215,18011
zenbus:Route:587780007:LOC,45.84112,-73.75753,216,18066
zenbus:Route:587780007:LOC,45.841491,-73.757484,217,18108
zenbus:Route:587780007:LOC,45.84187,-73.75747,218,18150
zenbus:Route:587780007:LOC,45.843766,-73.757356,219,18361
zenbus:Route:587780007:LOC,45.843789,-73.757525,220,18374
zenbus:Route:587780007:LOC,45.843844,-73.757647,221,18386
zenbus:Route:587780007:LOC,45.84389,-73.757678,222,18391
zenbus:Route:587780007:LOC,45.844093,-73.757677,223,18414
zenbus:Route:587780007:LOC,45.844113,-73.757677,224,18416
zenbus:Route:587780007:LOC,45.844224,-73.757676,225,18428
zenbus:Route:587780007:LOC,45.844325,-73.757648,226,18440
zenbus:Route:587780007:LOC,45.844375,-73.757583,227,18447
zenbus:Route:587780007:LOC,45.844406,-73.757514,228,18454
zenbus:Route:587780007:LOC,45.844414,-73.757378,229,18464
zenbus:Route:587780007:LOC,45.8454,-73.757376,230,18574
zenbus:Route:587780007:LOC,45.846468,-73.75735,231,18693
zenbus:Route:587780007:LOC,45.847003,-73.757337,232,18752
zenbus:Route:587780007:LOC,45.847529,-73.757322,233,18811
zenbus:Route:587780007:LOC,45.847552,-73.757319,234,18813
zenbus:Route:587780007:LOC,45.848409,-73.757296,235,18909
zenbus:Route:587780007:LOC,45.849404,-73.757262,236,19019
zenbus:Route:587780007:LOC,45.849839,-73.757246,237,19068
zenbus:Route:587780007:LOC,45.85038,-73.757226,238,19128
zenbus:Route:587780007:LOC,45.850801,-73.757199,239,19175
zenbus:Route:587780007:LOC,45.851054,-73.757191,240,19203
zenbus:Route:587780007:LOC,45.851078,-73.75719,241,19205
zenbus:Route:587780007:LOC,45.851338,-73.757187,242,19234
zenbus:Route:587780007:LOC,45.851598,-73.757178,243,19263
zenbus:Route:587780007:LOC,45.851919,-73.757162,244,19299
zenbus:Route:587780007:LOC,45.852295,-73.75716,245,19341
zenbus:Route:587780007:LOC,45.853534,-73.757142,246,19479
zenbus:Route:587780007:LOC,45.854289,-73.757138,247,19563
zenbus:Route:587780007:LOC,45.854999,-73.75715,248,19641
zenbus:Route:587780007:LOC,45.855004,-73.75715,249,19642
zenbus:Route:587780007:LOC,45.855008,-73.75715,250,19642
zenbus:Route:587780007:LOC,45.855916,-73.757111,251,19744
zenbus:Route:587780007:LOC,45.856367,-73.757097,252,19794
zenbus:Route:587780007:LOC,45.856822,-73.75709,253,19844
zenbus:Route:587780007:LOC,45.857865,-73.757084,254,19960
zenbus:Route:587780007:LOC,45.858384,-73.757074,255,20018
zenbus:Route:587780007:LOC,45.858911,-73.757069,256,20077
zenbus:Route:587780007:LOC,45.859303,-73.757066,257,20120
zenbus:Route:587780007:LOC,45.859336,-73.757061,258,20124
zenbus:Route:587780007:LOC,45.859911,-73.757109,259,20188
zenbus:Route:587780007:LOC,45.860719,-73.757128,260,20278
zenbus:Route:587780007:LOC,45.861528,-73.757141,261,20368
zenbus:Route:587780007:LOC,45.862212,-73.757136,262,20444
zenbus:Route:587780007:LOC,45.862232,-73.757134,263,20446
zenbus:Route:587780007:LOC,45.864036,-73.757106,264,20647
zenbus:Route:587780007:LOC,45.86494,-73.757091,265,20747
zenbus:Route:587780007:LOC,45.865393,-73.757081,266,20798
zenbus:Route:587780007:LOC,45.865827,-73.757074,267,20846
zenbus:Route:587780007:LOC,45.865842,-73.757072,268,20847
zenbus:Route:587780007:LOC,45.865859,-73.757072,269,20849
zenbus:Route:587780007:LOC,45.866722,-73.757034,270,20945
zenbus:Route:587780007:LOC,45.867561,-73.757095,271,21039
zenbus:Route:587780007:LOC,45.870681,-73.757217,272,21386
zenbus:Route:587780007:LOC,45.878082,-73.757537,273,22209
zenbus:Route:587780007:LOC,45.878959,-73.757568,274,22307
zenbus:Route:587780007:LOC,45.880634,-73.757614,275,22493
zenbus:Route:587780007:LOC,45.886569,-73.757873,276,23153
zenbus:Route:587780007:LOC,45.887691,-73.757942,277,23278
zenbus:Route:587780007:LOC,45.888414,-73.757942,278,23358
