shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
zenbus:Route:658110002:LOC,45.888427,-73.758003,0,0
zenbus:Route:658110002:LOC,45.88842,-73.758003,1,1
zenbus:Route:658110002:LOC,45.887691,-73.75798,2,82
zenbus:Route:658110002:LOC,45.886569,-73.757911,3,207
zenbus:Route:658110002:LOC,45.880638,-73.757667,4,867
zenbus:Route:658110002:LOC,45.878963,-73.757606,5,1053
zenbus:Route:658110002:LOC,45.878074,-73.757568,6,1152
zenbus:Route:658110002:LOC,45.875766,-73.757453,7,1409
zenbus:Route:658110002:LOC,45.867565,-73.757118,8,2321
zenbus:Route:658110002:LOC,45.866762,-73.757095,9,2410
zenbus:Route:658110002:LOC,45.866753,-73.757095,10,2411
zenbus:Route:658110002:LOC,45.866749,-73.757096,11,2412
zenbus:Route:658110002:LOC,45.864313,-73.757143,12,2682
zenbus:Route:658110002:LOC,45.861875,-73.75717,13,2954
zenbus:Route:658110002:LOC,45.86187,-73.75717,14,2954
zenbus:Route:658110002:LOC,45.861486,-73.757167,15,2997
zenbus:Route:658110002:LOC,45.85933,-73.757121,16,3237
zenbus:Route:658110002:LOC,45.859326,-73.757121,17,3237
zenbus:Route:658110002:LOC,45.859325,-73.75712,18,3237
zenbus:Route:658110002:LOC,45.85932,-73.75712,19,3238
zenbus:Route:658110002:LOC,45.85933,-73.75712,20,3239
zenbus:Route:658110002:LOC,45.85932,-73.75712,21,3240
zenbus:Route:658110002:LOC,45.85933,-73.75712,22,3241
zenbus:Route:658110002:LOC,45.85932,-73.75712,23,3242
zenbus:Route:658110002:LOC,45.85933,-73.75712,24,3243
zenbus:Route:658110002:LOC,45.85932,-73.75712,25,3244
zenbus:Route:658110002:LOC,45.85933,-73.75712,26,3245
zenbus:Route:658110002:LOC,45.85932,-73.75712,27,3247
zenbus:Route:658110002:LOC,45.85933,-73.75712,28,3248
zenbus:Route:658110002:LOC,45.85932,-73.75712,29,3249
zenbus:Route:658110002:LOC,45.85891,-73.75711,30,3294
zenbus:Route:658110002:LOC,45.85682,-73.75712,31,3527
zenbus:Route:658110002:LOC,45.854893,-73.757155,32,3741
zenbus:Route:658110002:LOC,45.854893,-73.757156,33,3741
zenbus:Route:658110002:LOC,45.854891,-73.757157,34,3741
zenbus:Route:658110002:LOC,45.854889,-73.757158,35,3742
zenbus:Route:658110002:LOC,45.854887,-73.757158,36,3742
zenbus:Route:658110002:LOC,45.854887,-73.757159,37,3742
zenbus:Route:658110002:LOC,45.852282,-73.757181,38,4032
zenbus:Route:658110002:LOC,45.851599,-73.757205,39,4108
zenbus:Route:658110002:LOC,45.850984,-73.757246,40,4176
zenbus:Route:658110002:LOC,45.850845,-73.757254,41,4192
zenbus:Route:658110002:LOC,45.850839,-73.757255,42,4192
zenbus:Route:658110002:LOC,45.850831,-73.757257,43,4193
zenbus:Route:658110002:LOC,45.850787,-73.757258,44,4198
zenbus:Route:658110002:LOC,45.850385,-73.757268,45,4243
zenbus:Route:658110002:LOC,45.849875,-73.757293,46,4299
zenbus:Route:658110002:LOC,45.84941,-73.75731,47,4351
zenbus:Route:658110002:LOC,45.848409,-73.757327,48,4462
zenbus:Route:658110002:LOC,45.848019,-73.75734,49,4506
zenbus:Route:658110002:LOC,45.847652,-73.75735,50,4547
zenbus:Route:658110002:LOC,45.84763,-73.75735,51,4549
zenbus:Route:658110002:LOC,45.847624,-73.75735,52,4550
zenbus:Route:658110002:LOC,45.8454,-73.7574,53,4797
zenbus:Route:658110002:LOC,45.844415,-73.757405,54,4907
zenbus:Route:658110002:LOC,45.844402,-73.757517,55,4915
zenbus:Route:658110002:LOC,45.844369,-73.757593,56,4922
zenbus:Route:658110002:LOC,45.844322,-73.757647,57,4929
zenbus:Route:658110002:LOC,45.84426,-73.757669,58,4936
zenbus:Route:658110002:LOC,45.844211,-73.757674,59,4942
zenbus:Route:658110002:LOC,45.844136,-73.757677,60,4950
zenbus:Route:658110002:LOC,45.844117,-73.757677,61,4952
zenbus:Route:658110002:LOC,45.844116,-73.757676,62,4952
zenbus:Route:658110002:LOC,45.844114,-73.757676,63,4952
zenbus:Route:658110002:LOC,45.843896,-73.757679,64,4977
zenbus:Route:658110002:LOC,45.843841,-73.757648,65,4983
zenbus:Route:658110002:LOC,45.84379,-73.757529,66,4994
zenbus:Route:658110002:LOC,45.843772,-73.757416,67,5003
zenbus:Route:658110002:LOC,45.843201,-73.757438,68,5067
zenbus:Route:658110002:LOC,45.842631,-73.757455,69,5130
zenbus:Route:658110002:LOC,45.842077,-73.757481,70,5192
zenbus:Route:658110002:LOC,45.84152,-73.757496,71,5254
zenbus:Route:658110002:LOC,45.84069,-73.75759,72,5346
zenbus:Route:658110002:LOC,45.83918,-73.75785,73,5515
zenbus:Route:658110002:LOC,45.838743,-73.757918,74,5564
zenbus:Route:658110002:LOC,45.838739,-73.757918,75,5565
zenbus:Route:658110002:LOC,45.838725,-73.757923,76,5566
zenbus:Route:658110002:LOC,45.835142,-73.75851,77,5967
zenbus:Route:658110002:LOC,45.83514,-73.75851,78,5967
zenbus:Route:658110002:LOC,45.83514,-73.758506,79,5968
zenbus:Route:658110002:LOC,45.83237,-73.758941,80,6278
zenbus:Route:658110002:LOC,45.831241,-73.75904,81,6403
zenbus:Route:658110002:LOC,45.830158,-73.759201,82,6524
zenbus:Route:658110002:LOC,45.829756,-73.75923,83,6569
zenbus:Route:658110002:LOC,45.829761,-73.75923,84,6570
zenbus:Route:658110002:LOC,45.829756,-73.75923,85,6570
zenbus:Route:658110002:LOC,45.82975,-73.75921,86,6572
zenbus:Route:658110002:LOC,45.82687,-73.75968,87,6894
zenbus:Route:658110002:LOC,45.82687,-73.759697,88,6896
zenbus:Route:658110002:LOC,45.826869,-73.759704,89,6896
zenbus:Route:658110002:LOC,45.825725,-73.759887,90,7024
zenbus:Route:658110002:LOC,45.824588,-73.76007,91,7151
zenbus:Route:658110002:LOC,45.823608,-73.760261,92,7261
zenbus:Route:658110002:LOC,45.823299,-73.760307,93,7296
zenbus:Route:658110002:LOC,45.822418,-73.760452,94,7394
zenbus:Route:658110002:LOC,45.821769,-73.760558,95,7467
zenbus:Route:658110002:LOC,45.821765,-73.760559,96,7468
zenbus:Route:658110002:LOC,45.820911,-73.760704,97,7563
zenbus:Route:658110002:LOC,45.819801,-73.760856,98,7687
zenbus:Route:658110002:LOC,45.819652,-73.760887,99,7704
zenbus:Route:658110002:LOC,45.819263,-73.76094,100,7747
zenbus:Route:658110002:LOC,45.81887,-73.761001,101,7791
zenbus:Route:658110002:LOC,45.818389,-73.761085,102,7845
zenbus:Route:658110002:LOC,45.817359,-73.761253,103,7960
zenbus:Route:658110002:LOC,45.816738,-73.761373,104,8030
zenbus:Route:658110002:LOC,45.81673,-73.761374,105,8031
zenbus:Route:658110002:LOC,45.816733,-73.761374,106,8031
zenbus:Route:658110002:LOC,45.81673,-73.761374,107,8032
zenbus:Route:658110002:LOC,45.816681,-73.76138,108,8037
zenbus:Route:658110002:LOC,45.81482,-73.76168,109,8245
zenbus:Route:658110002:LOC,45.812961,-73.761982,110,8453
zenbus:Route:658110002:LOC,45.807855,-73.762808,111,9025
zenbus:Route:658110002:LOC,45.805297,-73.763226,112,9311
zenbus:Route:658110002:LOC,45.802733,-73.76364,113,9598
zenbus:Route:658110002:LOC,45.798419,-73.764329,114,10081
zenbus:Route:658110002:LOC,45.796259,-73.764677,115,10322
zenbus:Route:658110002:LOC,45.79411,-73.765021,116,10563
zenbus:Route:658110002:LOC,45.792734,-73.765261,117,10717
zenbus:Route:658110002:LOC,45.792425,-73.765363,118,10752
zenbus:Route:658110002:LOC,45.791875,-73.765582,119,10816
zenbus:Route:658110002:LOC,45.791639,-73.765696,120,10843
zenbus:Route:658110002:LOC,45.791305,-73.765876,121,10883
zenbus:Route:658110002:LOC,45.791098,-73.765584,122,10915
zenbus:Route:658110002:LOC,45.790922,-73.765328,123,10943
zenbus:Route:658110002:LOC,45.790456,-73.764629,124,11018
zenbus:Route:658110002:LOC,45.789836,-73.763699,125,11118
zenbus:Route:658110002:LOC,45.788998,-73.762431,126,11253
zenbus:Route:658110002:LOC,45.788888,-73.762266,127,11271
zenbus:Route:658110002:LOC,45.788887,-73.762263,128,11271
zenbus:Route:658110002:LOC,45.788868,-73.762236,129,11274
zenbus:Route:658110002:LOC,45.783834,-73.754684,130,12084
zenbus:Route:658110002:LOC,45.78131,-73.750909,131,12490
zenbus:Route:658110002:LOC,45.780049,-73.749022,132,12693
zenbus:Route:658110002:LOC,45.779415,-73.748074,133,12794
zenbus:Route:658110002:LOC,45.778784,-73.74713,134,12896
zenbus:Route:658110002:LOC,45.77821,-73.746278,135,12988
zenbus:Route:658110002:LOC,45.777625,-73.745398,136,13082
zenbus:Route:658110002:LOC,45.777044,-73.744529,137,13175
zenbus:Route:658110002:LOC,45.772474,-73.73765,138,13912
zenbus:Route:658110002:LOC,45.771501,-73.736196,139,14068
zenbus:Route:658110002:LOC,45.770339,-73.734469,140,14254
zenbus:Route:658110002:LOC,45.766754,-73.729049,141,14834
zenbus:Route:658110002:LOC,45.765937,-73.727835,142,14965
zenbus:Route:658110002:LOC,45.765127,-73.726636,143,15094
zenbus:Route:658110002:LOC,45.764032,-73.725004,144,15270
zenbus:Route:658110002:LOC,45.764538,-73.72473,145,15330
zenbus:Route:658110002:LOC,45.764971,-73.725441,146,15403
zenbus:Route:667790023:LOC,45.888427,-73.758003,0,0
zenbus:Route:667790023:LOC,45.88842,-73.758003,1,1
zenbus:Route:667790023:LOC,45.887691,-73.75798,2,82
zenbus:Route:667790023:LOC,45.886569,-73.757911,3,207
zenbus:Route:667790023:LOC,45.880638,-73.757667,4,867
zenbus:Route:667790023:LOC,45.878963,-73.757606,5,1053
zenbus:Route:667790023:LOC,45.878074,-73.757568,6,1152
zenbus:Route:667790023:LOC,45.875766,-73.757453,7,1409
zenbus:Route:667790023:LOC,45.867565,-73.757118,8,2321
zenbus:Route:667790023:LOC,45.866762,-73.757095,9,2410
zenbus:Route:667790023:LOC,45.866749,-73.757096,10,2412
zenbus:Route:667790023:LOC,45.864313,-73.757143,11,2682
zenbus:Route:667790023:LOC,45.861875,-73.75717,12,2954
zenbus:Route:667790023:LOC,45.86187,-73.75717,13,2954
zenbus:Route:667790023:LOC,45.861486,-73.757167,14,2997
zenbus:Route:667790023:LOC,45.85933,-73.757121,15,3237
zenbus:Route:667790023:LOC,45.85932,-73.75712,16,3238
zenbus:Route:667790023:LOC,45.85933,-73.75712,17,3239
zenbus:Route:667790023:LOC,45.85932,-73.75712,18,3240
zenbus:Route:667790023:LOC,45.85933,-73.75712,19,3241
zenbus:Route:667790023:LOC,45.85932,-73.75712,20,3242
zenbus:Route:667790023:LOC,45.85933,-73.75712,21,3243
zenbus:Route:667790023:LOC,45.85932,-73.75712,22,3244
zenbus:Route:667790023:LOC,45.85933,-73.75712,23,3245
zenbus:Route:667790023:LOC,45.85932,-73.75712,24,3247
zenbus:Route:667790023:LOC,45.85933,-73.75712,25,3248
zenbus:Route:667790023:LOC,45.85932,-73.75712,26,3249
zenbus:Route:667790023:LOC,45.85891,-73.75711,27,3294
zenbus:Route:667790023:LOC,45.85682,-73.75712,28,3527
zenbus:Route:667790023:LOC,45.854893,-73.757156,29,3741
zenbus:Route:667790023:LOC,45.854891,-73.757157,30,3741
zenbus:Route:667790023:LOC,45.854889,-73.757158,31,3742
zenbus:Route:667790023:LOC,45.854887,-73.757158,32,3742
zenbus:Route:667790023:LOC,45.854887,-73.757159,33,3742
zenbus:Route:667790023:LOC,45.852282,-73.757181,34,4032
zenbus:Route:667790023:LOC,45.851599,-73.757205,35,4107
zenbus:Route:667790023:LOC,45.850984,-73.757246,36,4176
zenbus:Route:667790023:LOC,45.850845,-73.757254,37,4191
zenbus:Route:667790023:LOC,45.850831,-73.757257,38,4193
zenbus:Route:667790023:LOC,45.850787,-73.757258,39,4198
zenbus:Route:667790023:LOC,45.850385,-73.757268,40,4243
zenbus:Route:667790023:LOC,45.849875,-73.757293,41,4299
zenbus:Route:667790023:LOC,45.84941,-73.75731,42,4351
zenbus:Route:667790023:LOC,45.848409,-73.757327,43,4462
zenbus:Route:667790023:LOC,45.848019,-73.75734,44,4506
zenbus:Route:667790023:LOC,45.847652,-73.75735,45,4547
zenbus:Route:667790023:LOC,45.847624,-73.75735,46,4550
zenbus:Route:667790023:LOC,45.8454,-73.7574,47,4797
zenbus:Route:667790023:LOC,45.844415,-73.757405,48,4907
zenbus:Route:667790023:LOC,45.844402,-73.757517,49,4915
zenbus:Route:667790023:LOC,45.844369,-73.757593,50,4922
zenbus:Route:667790023:LOC,45.844322,-73.757647,51,4929
zenbus:Route:667790023:LOC,45.84426,-73.757669,52,4936
zenbus:Route:667790023:LOC,45.844211,-73.757674,53,4942
zenbus:Route:667790023:LOC,45.844136,-73.757677,54,4950
zenbus:Route:667790023:LOC,45.844114,-73.757676,55,4952
zenbus:Route:667790023:LOC,45.843896,-73.757679,56,4977
zenbus:Route:667790023:LOC,45.843841,-73.757648,57,4983
zenbus:Route:667790023:LOC,45.84379,-73.757529,58,4994
zenbus:Route:667790023:LOC,45.843772,-73.757416,59,5003
zenbus:Route:667790023:LOC,45.843201,-73.757438,60,5066
zenbus:Route:667790023:LOC,45.842631,-73.757455,61,5130
zenbus:Route:667790023:LOC,45.842077,-73.757481,62,5191
zenbus:Route:667790023:LOC,45.84152,-73.757496,63,5253
zenbus:Route:667790023:LOC,45.84069,-73.75759,64,5346
zenbus:Route:667790023:LOC,45.83918,-73.75785,65,5515
zenbus:Route:667790023:LOC,45.838739,-73.757918,66,5564
zenbus:Route:667790023:LOC,45.838725,-73.757924,67,5566
zenbus:Route:667790023:LOC,45.835159,-73.758503,68,5965
zenbus:Route:667790023:LOC,45.83514,-73.758505,69,5967
zenbus:Route:667790023:LOC,45.83237,-73.758941,70,6277
zenbus:Route:667790023:LOC,45.831241,-73.75904,71,6403
zenbus:Route:667790023:LOC,45.830158,-73.759201,72,6524
zenbus:Route:667790023:LOC,45.829761,-73.75923,73,6568
zenbus:Route:667790023:LOC,45.829756,-73.75923,74,6569
zenbus:Route:667790023:LOC,45.82975,-73.75921,75,6570
zenbus:Route:667790023:LOC,45.82687,-73.75968,76,6893
zenbus:Route:667790023:LOC,45.82687,-73.759698,77,6894
zenbus:Route:667790023:LOC,45.82687,-73.759701,78,6894
zenbus:Route:667790023:LOC,45.826869,-73.759704,79,6895
zenbus:Route:667790023:LOC,45.825725,-73.759887,80,7023
zenbus:Route:667790023:LOC,45.824588,-73.76007,81,7150
zenbus:Route:667790023:LOC,45.823608,-73.760261,82,7260
zenbus:Route:667790023:LOC,45.823299,-73.760307,83,7294
zenbus:Route:667790023:LOC,45.822418,-73.760452,84,7393
zenbus:Route:667790023:LOC,45.821773,-73.760558,85,7465
zenbus:Route:667790023:LOC,45.821769,-73.760558,86,7466
zenbus:Route:667790023:LOC,45.821765,-73.760559,87,7466
zenbus:Route:667790023:LOC,45.820911,-73.760704,88,7562
zenbus:Route:667790023:LOC,45.819801,-73.760856,89,7686
zenbus:Route:667790023:LOC,45.819652,-73.760887,90,7702
zenbus:Route:667790023:LOC,45.819263,-73.76094,91,7746
zenbus:Route:667790023:LOC,45.81887,-73.761001,92,7790
zenbus:Route:667790023:LOC,45.818389,-73.761085,93,7844
zenbus:Route:667790023:LOC,45.817359,-73.761253,94,7959
zenbus:Route:667790023:LOC,45.816733,-73.761374,95,8029
zenbus:Route:667790023:LOC,45.81673,-73.761374,96,8029
zenbus:Route:667790023:LOC,45.816681,-73.76138,97,8035
zenbus:Route:667790023:LOC,45.81482,-73.76168,98,8243
zenbus:Route:667790023:LOC,45.812961,-73.761982,99,8451
zenbus:Route:667790023:LOC,45.807855,-73.762808,100,9023
zenbus:Route:667790023:LOC,45.805297,-73.763226,101,9309
zenbus:Route:667790023:LOC,45.802733,-73.76364,102,9596
zenbus:Route:667790023:LOC,45.798419,-73.764329,103,10078
zenbus:Route:667790023:LOC,45.796259,-73.764677,104,10320
zenbus:Route:667790023:LOC,45.79411,-73.765021,105,10561
zenbus:Route:667790023:LOC,45.792734,-73.765261,106,10715
zenbus:Route:667790023:LOC,45.792425,-73.765363,107,10750
zenbus:Route:667790023:LOC,45.791875,-73.765582,108,10813
zenbus:Route:667790023:LOC,45.791639,-73.765696,109,10841
zenbus:Route:667790023:LOC,45.791305,-73.765876,110,10881
zenbus:Route:667790023:LOC,45.791098,-73.765584,111,10913
zenbus:Route:667790023:LOC,45.790922,-73.765328,112,10941
zenbus:Route:667790023:LOC,45.790456,-73.764629,113,11016
zenbus:Route:667790023:LOC,45.789836,-73.763699,114,11116
zenbus:Route:667790023:LOC,45.788887,-73.762263,115,11269
zenbus:Route:667790023:LOC,45.788868,-73.762236,116,11272
zenbus:Route:667790023:LOC,45.783834,-73.754684,117,12082
zenbus:Route:667790023:LOC,45.78131,-73.750909,118,12488
zenbus:Route:667790023:LOC,45.780049,-73.749022,119,12690
zenbus:Route:667790023:LOC,45.779415,-73.748074,120,12792
zenbus:Route:667790023:LOC,45.778784,-73.74713,121,12894
zenbus:Route:667790023:LOC,45.77821,-73.746278,122,12985
zenbus:Route:667790023:LOC,45.777625,-73.745398,123,13080
zenbus:Route:667790023:LOC,45.777044,-73.744529,124,13173
zenbus:Route:667790023:LOC,45.772474,-73.73765,125,13910
zenbus:Route:667790023:LOC,45.771501,-73.736196,126,14066
zenbus:Route:667790023:LOC,45.770339,-73.734469,127,14252
zenbus:Route:667790023:LOC,45.766754,-73.729049,128,14832
zenbus:Route:667790023:LOC,45.765937,-73.727835,129,14962
zenbus:Route:667790023:LOC,45.765127,-73.726636,130,15092
zenbus:Route:667790023:LOC,45.764032,-73.725004,131,15268
zenbus:Route:667790023:LOC,45.764538,-73.72473,132,15328
zenbus:Route:667790023:LOC,45.764977,-73.725451,133,15402
zenbus:Route:667790023:LOC,45.764991,-73.725467,134,15404
zenbus:Route:667790023:LOC,45.765022,-73.725517,135,15409
zenbus:Route:667790023:LOC,45.765159,-73.725662,136,15428
zenbus:Route:667790023:LOC,45.765266,-73.725753,137,15442
zenbus:Route:667790023:LOC,45.76535,-73.725845,138,15454
zenbus:Route:667790023:LOC,45.765411,-73.725914,139,15462
zenbus:Route:667790023:LOC,45.765468,-73.725967,140,15470
zenbus:Route:667790023:LOC,45.765472,-73.726028,141,15475
zenbus:Route:667790023:LOC,45.765453,-73.726112,142,15481
zenbus:Route:667790023:LOC,45.765235,-73.72644,143,15517
zenbus:Route:667790023:LOC,45.765129,-73.726638,144,15536
zenbus:Route:667790023:LOC,45.764034,-73.725006,145,15712
zenbus:Route:667790023:LOC,45.757038,-73.714439,146,16842
zenbus:Route:667790023:LOC,45.755901,-73.712738,147,17024
zenbus:Route:667790023:LOC,45.755111,-73.711547,148,17152
zenbus:Route:667790023:LOC,45.75373,-73.709518,149,17372
zenbus:Route:667790023:LOC,45.751659,-73.706428,150,17704
zenbus:Route:667790023:LOC,45.749961,-73.703849,151,17979
zenbus:Route:667790023:LOC,45.749031,-73.702468,152,18128
zenbus:Route:667790023:LOC,45.74895,-73.702468,153,18137
zenbus:Route:667790023:LOC,45.748771,-73.702217,154,18165
zenbus:Route:667790023:LOC,45.74821,-73.70137,155,18256
zenbus:Route:667790023:LOC,45.747451,-73.700248,156,18377
zenbus:Route:667790023:LOC,45.74686,-73.699378,157,18471
zenbus:Route:667790023:LOC,45.746719,-73.699172,158,18494
zenbus:Route:667790023:LOC,45.746681,-73.699012,159,18507
zenbus:Route:667790023:LOC,45.74665,-73.698951,160,18513
zenbus:Route:667790023:LOC,45.746089,-73.69812,161,18602
zenbus:Route:667790023:LOC,45.745491,-73.697219,162,18699
zenbus:Route:667790023:LOC,45.74398,-73.694969,163,18941
zenbus:Route:667790023:LOC,45.743759,-73.694618,164,18978
zenbus:Route:667790023:LOC,45.743621,-73.694541,165,18994
zenbus:Route:667790023:LOC,45.743289,-73.69403,166,19048
zenbus:Route:667790023:LOC,45.742111,-73.692146,167,19245
zenbus:Route:667790023:LOC,45.741279,-73.690917,168,19378
zenbus:Route:667790023:LOC,45.74068,-73.690032,169,19473
zenbus:Route:667790023:LOC,45.739429,-73.688148,170,19675
zenbus:Route:667790023:LOC,45.73822,-73.686332,171,19870
zenbus:Route:667790023:LOC,45.736251,-73.683387,172,20186
zenbus:Route:667790023:LOC,45.735149,-73.681747,173,20363
zenbus:Route:667790023:LOC,45.734638,-73.681007,174,20444
zenbus:Route:667790023:LOC,45.733951,-73.680068,175,20549
zenbus:Route:667790023:LOC,45.732398,-73.677742,176,20799
zenbus:Route:667790023:LOC,45.731468,-73.676338,177,20949
zenbus:Route:667790023:LOC,45.7313,-73.676101,178,20976
zenbus:Route:667790023:LOC,45.73101,-73.675666,179,21022
zenbus:Route:667790023:LOC,45.730499,-73.676277,180,21096
zenbus:Route:667790023:LOC,45.730289,-73.676536,181,21127
zenbus:Route:667790023:LOC,45.730148,-73.676803,182,21153
zenbus:Route:667790023:LOC,45.730121,-73.676856,183,21158
zenbus:Route:667790023:LOC,45.729988,-73.677192,184,21188
